0.60629,0.45260,0.82240
0.44832,0.54223,0.79480
0.32297,0.33688,0.87040
0.27810,2.45022,0.55040
0.22762,0.88955,0.70640
0.17752,0.39914,0.87160
0.17751,0.33173,0.87000
0.15392,0.32589,0.87800
0.11470,0.68525,0.84920
0.11953,0.22606,0.92040
0.06011,0.04508,0.98440
0.04578,0.06222,0.97760
0.04176,0.04450,0.98440
0.03686,0.03702,0.98640
0.03154,0.03746,0.98560
0.02593,0.07714,0.97560
0.02820,0.03356,0.98760
0.02775,0.43965,0.91320
0.02484,0.03234,0.99040
0.02453,0.15227,0.95920
0.01412,0.02279,0.99080
0.01222,0.02067,0.99080
0.01167,0.01943,0.99080
0.00986,0.01980,0.99200
0.01271,0.02309,0.99240
0.00788,0.02042,0.99120
0.00906,0.02550,0.99120
0.00870,0.02117,0.99200
0.00725,0.02310,0.99320
0.00670,0.02436,0.99320
0.00829,0.02431,0.99200
0.00748,0.02366,0.99200
